date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost
2014/6/24 0:00,2,1.0,650,5400,1.0,0,0,3,650,0,1950,2005,1829 29th Ave,Seattle,WA 98122,USA,7.265882213,275468.92026707885
2014/6/24 0:00,3,1.0,2150,7007,1.0,0,0,3,2150,0,1954,2005,315 NW 183rd St,Shoreline,WA 98177,USA,7.331025127,277648.60174569703
2014/6/24 0:00,2,1.0,750,5120,1.0,0,0,4,750,0,1941,1998,7920 34th Ave SW,Seattle,WA 98126,USA,6.672981233,305028.4130663199
2014/6/24 0:00,4,2.0,1310,8454,1.0,0,0,4,1310,0,1953,1983,17547 11th Ave NE,Shoreline,WA 98155,USA,6.251787873,329919.7342791054
2014/6/24 0:00,4,2.25,2210,9371,2.0,0,0,4,2210,0,1968,0,4129 Hampton Way,Kent,WA 98032,USA,7.727045358,267809.0948429914
2014/6/24 0:00,4,1.75,2700,27072,1.0,0,0,3,1380,1320,1958,2004,34901-35199 Weyerhaeuser Way S,Federal Way,WA 98003,USA,6.945209199,307628.2910837491
2014/6/24 0:00,5,2.5,2360,11375,1.0,0,0,4,1180,1180,1962,0,6277-6399 S 129th St,Seattle,WA 98178,USA,7.979919994,269525.3812015375
2014/6/24 0:00,4,2.5,2510,7992,1.0,0,0,3,1610,900,1978,0,3709 S 256th Ct,Kent,WA 98032,USA,7.742558256,279540.76242217736
2014/6/24 0:00,3,1.5,1460,8710,1.0,0,0,3,1460,0,1955,2005,1636 SW 164th St,Burien,WA 98166,USA,7.571527384,291187.00389811676
2014/6/24 0:00,3,1.0,850,6906,1.0,0,0,3,850,0,1948,1994,15812 14th Avenue Northeast,Shoreline,WA 98155,USA,6.238886735,353439.5973541373
2014/6/24 0:00,3,1.75,2000,7560,1.0,0,0,4,1300,700,1968,0,12621 SE 187th Pl,Renton,WA 98058,USA,7.810792736,282473.47555357404
2014/6/24 0:00,2,1.0,900,5220,1.0,0,0,4,900,0,1956,0,10264 California Ave SW,Seattle,WA 98146,USA,6.476252741,345671.2718663977
2014/6/24 0:00,3,1.0,1480,7284,1.0,0,0,3,970,510,1963,2008,608 N 202nd St,Shoreline,WA 98133,USA,7.201246249,317041.67265345226
2014/6/24 0:00,4,2.0,2470,5080,1.5,0,0,3,1970,500,1948,1988,7936 10th Ave SW,Seattle,WA 98106,USA,7.318882361,314263.45123396843
2014/6/24 0:00,3,1.0,1100,4128,1.0,0,0,4,720,380,1942,1982,8202 37th Ave SW,Seattle,WA 98126,USA,7.869444003,292276.96758291754
2014/6/24 0:00,2,1.75,1210,7507,1.0,0,0,3,1210,0,1982,0,8101 NE 120th St,Kirkland,WA 98034,USA,6.808361601,341316.20340318384
2014/6/24 0:00,4,1.75,1760,6204,1.0,0,2,4,1180,580,1950,1983,11008 Auburn Ave S,Seattle,WA 98178,USA,6.859355514,339767.9210638092
2014/6/24 0:00,3,1.5,1360,10726,1.0,0,0,4,1360,0,1966,0,12019 156th Ave SE,Renton,WA 98059,USA,7.725073791,306082.9157615217
2014/6/24 0:00,4,2.5,2090,5289,2.0,0,0,3,2090,0,1989,0,19335 133rd Pl SE,Renton,WA 98058,USA,7.111349652,333881.92531989043
2014/6/24 0:00,4,3.0,2560,5606,2.0,0,0,3,2560,0,2004,2003,12251 SE 306th Ct,Auburn,WA 98092,USA,6.174353728,384605.4922440527
2014/6/24 0:00,2,1.0,740,7680,1.0,0,0,4,740,0,1922,0,8802 30th Ave SW,Seattle,WA 98126,USA,7.582656119,313173.94822252804
2014/6/24 0:00,2,2.25,930,747,2.0,0,0,3,630,300,2007,0,2107 13th Ave S,Seattle,WA 98144,USA,7.438274405,323813.6121210549
2014/6/24 0:00,3,1.75,1500,7200,1.0,0,0,3,1500,0,1957,2000,20015 Burke Ave N,Shoreline,WA 98133,USA,7.73801482,315654.42919724423
2014/6/24 0:00,4,1.75,1450,8450,1.0,0,0,3,1450,0,1960,2012,417 SE Andrews St,Issaquah,WA 98027,USA,6.276582633,391853.47645342693
2014/6/24 0:00,2,1.75,1240,3000,1.5,0,0,3,1240,0,1906,2014,150 NE 55th St,Seattle,WA 98105,USA,7.587388495,324379.98051037715
2014/6/24 0:00,3,1.75,1840,11440,1.0,0,0,4,1340,500,1977,0,14923 SE 143rd Pl,Renton,WA 98059,USA,7.07113236,351181.041768904
2014/6/24 0:00,3,1.0,1660,11783,1.0,0,0,4,1160,500,1978,2000,17619 197th Ave NE,Woodinville,WA 98077,USA,7.877416412,316528.25528758665
2014/6/24 0:00,3,2.5,1740,30886,2.0,0,0,3,1740,0,1992,0,47518 SE 153rd St,North Bend,WA 98045,USA,6.113711693,420603.8070989163
2014/6/24 0:00,3,2.25,1860,15559,2.0,0,0,4,1860,0,1963,0,52435 SE 496th Pl,Enumclaw,WA 98022,USA,7.363002335,350160.8616854193
2014/6/24 0:00,4,1.75,1250,7400,1.0,0,0,5,1250,0,1959,0,1039 165th Pl NE,Bellevue,WA 98008,USA,7.915761149,335480.34739671095
2014/6/24 0:00,3,2.5,1600,1936,2.0,0,0,3,1600,0,2007,0,4517-4529 S Genesee St,Seattle,WA 98108,USA,7.978353221,335909.881655518
2014/6/24 0:00,4,1.75,1540,5120,1.0,0,0,5,770,770,1943,0,7350 31st Ave SW,Seattle,WA 98126,USA,7.111027617,376880.50597271445
2014/6/24 0:00,3,2.5,2590,18980,1.0,0,0,4,2590,0,1976,1992,24292 141st Pl SE,Kent,WA 98042,USA,7.324070748,367307.3381024613
2014/6/24 0:00,3,2.5,2970,23100,1.0,0,0,3,1510,1460,1967,2011,15351 NE 202nd St,Woodinville,WA 98072,USA,6.268874629,432921.6957890566
2014/6/24 0:00,3,2.0,1230,11413,1.0,0,0,3,990,240,1984,0,22834 NE 25th Way,Sammamish,WA 98074,USA,7.052519972,384817.3198648524
2014/6/24 0:00,3,2.5,3170,12750,2.0,0,0,3,2360,810,1995,0,29414 2nd Ave SW,Federal Way,WA 98023,USA,7.075469955,388363.7412501551
2014/6/24 0:00,3,2.5,2280,6031,2.0,0,0,3,2280,0,2011,0,27927 NE 147th Cir,Duvall,WA 98019,USA,6.897130557,408242.8562503278
2014/6/24 0:00,3,1.75,1070,8000,1.0,0,0,3,1070,0,1977,2004,10908 156th Ct NE,Redmond,WA 98052,USA,7.954310467,353984.7093287075
2014/6/24 0:00,3,2.5,2140,3821,2.0,0,0,3,2140,0,2005,0,2971 NE Marquette Way,Issaquah,WA 98029,USA,7.853265169,362859.0611223367
2014/6/24 0:00,3,2.5,1930,4500,2.0,0,0,3,1930,0,1990,2009,25238 SE 35th St,Issaquah,WA 98029,USA,6.384847802,451624.3241876208
2014/6/24 0:00,4,1.5,1600,6180,1.5,0,0,3,1600,0,1946,0,3856 38th Ave S,Seattle,WA 98118,USA,6.652446806,433457.4418427783
2014/6/24 0:00,4,2.5,1890,8505,1.0,0,0,3,1290,600,1980,0,8619 169th Ct NE,Redmond,WA 98052,USA,6.06942412,488509.3660929475
2014/6/24 0:00,3,1.75,1520,6380,1.0,0,0,3,790,730,1948,1994,2302 NE 91st St,Seattle,WA 98115,USA,6.02934105,492882.27913020353
2014/6/24 0:00,3,1.75,2000,9900,1.0,0,2,4,1480,520,1957,2001,17705 3rd Pl SW,Normandy Park,WA 98166,USA,6.808533561,438468.13572149695
2014/6/24 0:00,4,2.5,2950,4502,2.0,0,0,3,2950,0,2005,0,5100 NE 10th Pl,Renton,WA 98059,USA,6.445319925,478967.2967645185
2014/6/24 0:00,3,2.25,1430,2003,2.0,0,0,3,980,450,1996,0,1362 31st Ave S,Seattle,WA 98144,USA,7.480555298,414950.4164284909
2014/6/24 0:00,3,1.75,1150,10466,1.0,0,0,5,1150,0,1959,0,12227 SE 55th Pl,Bellevue,WA 98006,USA,7.574800485,416057.60424581054
2014/6/24 0:00,3,2.5,1500,5412,1.0,0,0,5,900,600,1920,0,5909 48th Ave SW,Seattle,WA 98136,USA,7.030807521,468031.920818796
2014/6/24 0:00,3,2.0,1300,14350,1.0,0,0,3,1300,0,1955,2013,4029 142nd Ave SE,Bellevue,WA 98006,USA,7.03095623,484426.9173472488
2014/6/24 0:00,3,2.25,1420,1309,3.0,0,0,3,1420,0,2006,0,3821-3825 Whitman Ave N,Seattle,WA 98103,USA,7.195522079,480891.1779929037
2014/6/24 0:00,3,1.75,2300,35722,1.0,0,0,3,2300,0,1984,0,16203 170th Ave NE,Woodinville,WA 98072,USA,7.687948384,458914.5514988693
2014/6/24 0:00,2,1.5,1580,3680,1.0,0,2,3,1280,300,1941,1994,3036-3040 36th Ave SW,Seattle,WA 98126,USA,7.174906044,501185.6125804638
2014/6/24 0:00,3,2.5,2070,4132,2.0,0,0,3,2070,0,1999,0,463 243rd Pl SE,Sammamish,WA 98074,USA,6.372247123,569639.5256861453
2014/6/24 0:00,5,2.75,3831,13800,2.0,1,4,3,3831,0,1959,1980,6208 SE 22nd St,Mercer Island,WA 98040,USA,6.126122931,600831.8951135994
2014/6/24 0:00,2,1.0,2034,13392,1.0,1,4,5,1159,875,1947,0,13013 SW Bachelor Rd,Vashon,WA 98070,USA,6.563401205,567521.5221841012
2014/6/24 0:00,4,2.5,4620,20793,2.0,0,0,4,4620,0,1991,0,480 SW 345th St,Federal Way,WA 98023,USA,7.220349388,540316.9295864592
2014/6/24 0:00,3,2.25,2400,5000,1.5,0,0,4,1440,960,1926,1993,8322 28th Ave NW,Seattle,WA 98117,USA,7.289063848,535223.3281215801
2014/6/24 0:00,3,2.5,2270,100545,2.0,0,0,3,2270,0,1998,2006,10613 SW 138th St,Vashon,WA 98070,USA,7.375960281,538116.4156084544
2014/6/24 0:00,4,2.5,3190,8195,2.0,0,0,3,3190,0,2006,0,27463 254th Pl SE,Maple Valley,WA 98038,USA,7.87213498,508465.64814798295
2014/6/24 0:00,5,2.75,2730,22572,1.0,0,0,3,2080,650,1968,1992,22631 SE 18th Pl,Sammamish,WA 98075,USA,6.640187215,612047.9424782911
2014/6/24 0:00,4,3.25,4690,14930,2.0,0,2,3,3680,1010,1995,0,19560 44th Ave NE,Lake Forest Park,WA 98155,USA,6.54750256,621748.1726996587
2014/6/24 0:00,4,1.75,1740,7700,1.0,0,0,5,1740,0,1968,0,1800 172nd Ave NE,Bellevue,WA 98008,USA,6.682310244,609205.1405275839
2014/6/24 0:00,3,1.75,1720,4080,1.0,0,0,4,960,760,1924,0,3219 37th Pl S,Seattle,WA 98144,USA,6.596826373,632526.909042407
2014/6/24 0:00,4,2.5,2450,55387,2.0,0,0,3,2450,0,1994,0,2540 265th Ave NE,Redmond,WA 98053,USA,6.227004093,675540.642218168
2014/6/24 0:00,3,2.5,2410,64073,1.0,0,0,4,1820,590,1976,1992,14828 NE 163rd St,Woodinville,WA 98072,USA,6.382776445,664368.950786497
2014/6/24 0:00,4,2.5,2050,2772,2.0,0,0,3,2050,0,2012,1912,1474 14th Pl NE,Issaquah,WA 98029,USA,7.171554538,605382.1400254165
2014/6/24 0:00,4,2.5,2341,9594,2.0,0,0,3,2341,0,1997,0,11001-11025 169th Pl NE,Redmond,WA 98052,USA,7.152844676,607071.8898074823
2014/6/24 0:00,2,2.25,2550,6000,2.0,0,0,5,1860,690,1902,0,6054 5th Ave NE,Seattle,WA 98115,USA,6.606723933,677792.4387396873
2014/6/24 0:00,6,2.75,2840,8346,1.0,0,0,5,1420,1420,1961,0,5407 S Lucile St,Seattle,WA 98118,USA,6.924918067,651547.3007087952
2014/6/24 0:00,4,2.25,2420,10200,2.0,0,0,4,2420,0,1973,0,8516 SE 78th St,Mercer Island,WA 98040,USA,7.899693158,577591.7881682034
2014/6/24 0:00,3,3.5,2300,5611,1.0,0,0,3,2300,0,2004,2003,23339 NE 126th St,Redmond,WA 98053,USA,7.440673852,615503.3887930748
2014/6/24 0:00,3,1.5,1820,5756,1.5,0,0,3,1640,180,1946,0,716 W Etruria St,Seattle,WA 98119,USA,6.602179129,702409.1488334466
2014/6/24 0:00,4,1.75,2330,5000,1.5,0,0,4,1510,820,1929,0,7326 9th Ave NW,Seattle,WA 98117,USA,7.73839998,602782.274408756
2014/6/24 0:00,3,1.75,2200,9840,1.0,0,0,5,1500,700,1978,0,15222 SE 48th Dr,Bellevue,WA 98006,USA,7.034050637,664588.2759091946
2014/6/24 0:00,4,2.5,2650,18295,2.0,0,0,3,2650,0,1986,0,211 140th Ave SE,Bellevue,WA 98005,USA,6.027211443,816132.2190990435
2014/6/24 0:00,4,2.5,2440,4850,2.0,0,0,3,2440,0,2013,1923,11631 170th Ct NE,Redmond,WA 98052,USA,6.348823064,796848.0246138951
2014/6/24 0:00,4,3.25,3090,9571,2.0,0,0,3,2370,720,2004,2003,11719 157th Ave NE,Redmond,WA 98052,USA,7.18190354,709478.6209200546
2014/6/24 0:00,4,2.75,2610,8760,1.0,0,0,4,1760,850,1978,2000,8208 SE 26th St,Mercer Island,WA 98040,USA,7.499068212,689876.7169941001
2014/6/24 0:00,4,3.5,3190,31450,2.0,0,0,3,3190,0,2010,0,11102 Upper Preston Rd SE,Issaquah,WA 98027,USA,6.990141815,766796.3706002145
2014/6/24 0:00,3,3.5,2130,6150,2.0,0,2,5,1530,600,1908,0,3215 37th Ave W,Seattle,WA 98199,USA,7.441457887,746732.0940898367
2014/6/24 0:00,3,2.5,3200,203425,1.0,0,0,3,3200,0,2000,0,18415 244th Ave NE,Woodinville,WA 98077,USA,6.904669821,824437.9777367709
2014/6/24 0:00,3,2.0,2540,4750,1.5,0,0,5,1840,700,1930,0,7524 34th Ave NW,Seattle,WA 98117,USA,7.872825509,728224.0656104888
2014/6/24 0:00,4,3.5,3920,37122,2.0,0,0,3,3920,0,1996,0,2515 263rd Ct NE,Redmond,WA 98053,USA,6.435177627,896184.2986093549
2014/6/24 0:00,4,3.0,3330,4000,1.0,0,0,3,1790,1540,1958,2004,4015 Midvale Ave N,Seattle,WA 98103,USA,6.762794577,852769.5291954285
2014/6/24 0:00,4,2.25,3550,13900,1.0,0,0,3,1830,1720,2010,0,15831 SE 43rd Pl,Bellevue,WA 98006,USA,6.466900081,901230.6577649562
2014/6/24 0:00,4,2.5,3220,22588,2.0,0,0,3,3220,0,1996,0,14305 214th Way NE,Woodinville,WA 98077,USA,7.829220977,758277.9826643051
2014/6/24 0:00,4,2.5,3030,3841,3.0,0,0,3,3030,0,2005,0,6709 9th Ave NW,Seattle,WA 98117,USA,7.404232401,806383.391678381
2014/6/24 0:00,4,3.0,3580,35261,1.5,0,0,3,3580,0,1985,0,17720 154th Ct NE,Woodinville,WA 98072,USA,7.372619675,851253.3731290506
2014/6/24 0:00,3,2.25,3060,9950,1.5,0,2,4,1810,1250,1930,0,2721-3279 Lake Washington Blvd S,Seattle,WA 98144,USA,7.970489664,825706.4466879623
2014/6/24 0:00,4,3.75,3820,53574,1.0,0,0,3,3820,0,1994,0,14511 164th Ave NE,Woodinville,WA 98072,USA,6.022939574,1368695.1107296017
2014/6/24 0:00,4,2.5,3220,15600,1.0,0,0,5,1680,1540,1973,0,13 Cascade Key,Bellevue,WA 98006,USA,7.572847105,1119927.137727066
2014/6/24 0:00,0,0.0,4810,28008,2.0,0,0,3,4810,0,1990,2009,20418 NE 64th Pl,Redmond,WA 98053,USA,6.840079568,1285182.5472433958
2014/6/24 0:00,5,4.75,6390,13180,2.0,0,0,3,4560,1830,1940,1996,1239 Parkside Dr E,Seattle,WA 98112,USA,7.299544197,2292439.637026716
2014/6/25 0:00,2,1.0,890,8100,1.0,0,0,3,890,0,1942,1999,13232 5th Ave SW,Burien,WA 98146,USA,6.157904115,165271.23827165712
2014/6/25 0:00,3,1.0,1090,3264,1.0,0,0,4,1090,0,1969,0,11845 SE 319th Pl,Auburn,WA 98092,USA,7.388034278,139589.78238894045
2014/6/25 0:00,1,0.75,930,29258,1.0,0,0,3,930,0,1941,1994,7650 S 134th St,Seattle,WA 98178,USA,7.06052615,182580.95699037937
2014/6/25 0:00,2,1.0,1120,5650,1.0,0,0,3,1120,0,1944,0,7414 S 118th Pl,Seattle,WA 98178,USA,6.203463138,208209.43052119768
2014/6/25 0:00,3,1.0,1320,9000,1.0,0,0,3,1320,0,1966,1963,28430 49th Ave S,Auburn,WA 98001,USA,6.264969767,212805.3387505077
2014/6/25 0:00,3,2.0,1190,6833,1.0,0,0,3,1190,0,1995,0,31519 121st Pl SE,Auburn,WA 98092,USA,6.621242143,204941.2916674228
2014/6/25 0:00,3,1.0,1150,4800,1.5,0,0,4,1150,0,1938,0,208 N St NE,Auburn,WA 98002,USA,7.750900439,175072.03551549395
2014/6/25 0:00,3,1.0,1050,8498,1.0,0,0,3,1050,0,1958,2004,22123 103rd Pl SE,Kent,WA 98031,USA,7.854392138,177084.36770396665
2014/6/25 0:00,3,1.0,1230,8750,1.0,0,0,3,1230,0,1965,1993,30640-30650 1st Pl S,Federal Way,WA 98003,USA,6.990493487,198968.79499642405
2014/6/25 0:00,3,2.75,2210,4000,2.0,0,0,3,2210,0,2008,0,10915 243rd Ave NE,Redmond,WA 98053,USA,7.865625826,186319.97281373953
2014/6/25 0:00,3,1.0,1250,6180,1.5,0,0,3,1250,0,1955,2005,322 NE 163rd St,Shoreline,WA 98155,USA,6.49039785,243569.85970813336
2014/6/25 0:00,4,2.0,1570,9415,2.0,0,0,4,1570,0,1984,0,31845-31899 125th Pl SE,Auburn,WA 98092,USA,7.986212682,199648.44619622477
2014/6/25 0:00,3,2.25,1481,2820,2.0,0,0,3,1481,0,2012,1912,42 43rd Ct NE,Auburn,WA 98002,USA,6.178083671,263570.25696769456
2014/6/25 0:00,3,2.0,1410,5760,1.0,0,0,3,1410,0,1985,0,25813 117th Pl SE,Kent,WA 98030,USA,6.224279575,267064.3611890414
2014/6/25 0:00,3,2.25,1640,8400,1.0,0,0,3,1180,460,1968,1997,25425 34th Pl S,Kent,WA 98032,USA,7.414862386,224823.13803191643
2014/6/25 0:00,3,2.5,1620,7686,2.0,0,0,3,1620,0,1989,0,21635 SE 268th St,Maple Valley,WA 98038,USA,7.216973512,231739.86854511895
2014/6/25 0:00,4,2.25,1830,6136,2.0,0,0,3,1830,0,1990,2009,26120-26126 120th Pl SE,Kent,WA 98030,USA,6.62367515,255058.1856949943
2014/6/25 0:00,3,2.5,1720,3676,2.0,0,0,3,1720,0,1992,0,11518 SE 221st Pl,Kent,WA 98031,USA,7.199972495,241192.189754656
2014/6/25 0:00,5,2.5,2025,7760,2.0,0,0,3,2025,0,2007,0,122 Greenlake Pl,Pacific,WA 98047,USA,6.045979134,291773.36757488217
2014/6/25 0:00,3,1.5,1580,8184,1.0,0,0,3,1140,440,1954,2005,19307 4th Ave S,Des Moines,WA 98148,USA,7.424695585,237592.99924056948
2014/6/25 0:00,3,1.5,1150,8450,1.0,0,0,4,1150,0,1951,1999,8540 S 123rd Pl,Seattle,WA 98178,USA,7.60863106,237155.0695780682
2014/6/25 0:00,2,1.0,2060,8398,1.0,0,0,3,1260,800,1962,2003,10447 8th Ave S,Seattle,WA 98168,USA,7.651602134,239414.433222352
2014/6/25 0:00,3,2.5,1670,8364,1.0,0,0,4,1300,370,1990,0,19223 SE 259th Pl,Covington,WA 98042,USA,7.238784105,253067.91329521625
2014/6/25 0:00,2,1.0,770,4840,1.0,0,0,4,770,0,1927,0,5628 35th Ave SW,Seattle,WA 98126,USA,6.477761702,288035.9330924321
2014/6/25 0:00,4,2.25,2460,11250,1.0,0,0,4,2460,0,1959,0,1101-1199 O St NE,Auburn,WA 98002,USA,7.678219018,243886.37021475064
2014/6/25 0:00,3,1.0,1270,7566,1.0,0,0,4,1270,0,1958,1972,1711 Monroe Ave NE,Renton,WA 98056,USA,7.354308145,255458.33484022797
2014/6/25 0:00,7,2.5,1940,5458,2.0,0,0,3,1940,0,1994,0,12307 SE 315th Pl,Auburn,WA 98092,USA,6.030498709,315024.07606588956
2014/6/25 0:00,3,1.75,1230,8250,1.0,0,0,3,1230,0,1966,1963,12410 SE 168th St,Renton,WA 98058,USA,6.692642426,283856.83310103335
2014/6/25 0:00,3,1.0,890,8400,1.0,0,0,4,890,0,1954,1979,1109 N 28th Pl,Renton,WA 98056,USA,7.613697186,252191.11373545005
2014/6/25 0:00,3,2.0,1460,6377,1.0,0,0,3,1460,0,1995,0,24108 SE 261st Pl,Maple Valley,WA 98038,USA,7.025281015,275245.421155052
2014/6/25 0:00,2,1.0,780,3475,1.0,0,0,4,780,0,1930,0,200 Taylor Ave S,North Bend,WA 98045,USA,7.372000235,263220.4557735373
2014/6/25 0:00,3,1.0,1110,8593,1.0,0,0,3,1110,0,1979,2014,18021 24th Ave NE,Shoreline,WA 98155,USA,7.866509653,258662.4160469411
2014/6/25 0:00,3,2.5,1870,7942,2.0,0,0,3,1870,0,1990,2009,4313 S 289th Pl,Auburn,WA 98001,USA,7.146272991,284779.16215839813
2014/6/25 0:00,3,1.75,1790,7650,1.0,0,3,3,1790,0,1978,0,31317 41st Pl SW,Federal Way,WA 98023,USA,7.022399307,289802.6081717902
2014/6/25 0:00,6,2.0,1900,8240,1.0,0,0,2,1200,700,1964,0,2825 NE 105th St,Seattle,WA 98125,USA,6.592447807,313900.55471486045
2014/6/25 0:00,3,1.0,1640,18144,1.5,0,0,3,1640,0,1942,1999,11211 3rd Ave S,Seattle,WA 98168,USA,6.34399635,329402.38244683616
2014/6/25 0:00,3,2.5,1860,3730,2.0,0,0,3,1860,0,2012,1912,1 View Ln NE,Duvall,WA 98019,USA,6.700525553,313515.5473384461
2014/6/25 0:00,2,1.0,870,5400,1.0,0,0,3,870,0,1950,2007,9238 32nd Ave SW,Seattle,WA 98126,USA,7.388365406,284676.9286448373
2014/6/25 0:00,4,2.0,1780,5336,1.5,0,0,5,930,850,1918,0,10200-10216 56th Ave S,Seattle,WA 98178,USA,7.734802622,276312.32801186776
2014/6/25 0:00,4,2.5,2000,10051,2.0,0,0,3,2000,0,1997,0,23625 SE 267th Ct,Maple Valley,WA 98038,USA,7.457499074,291135.8681159618
2014/6/25 0:00,3,2.5,1730,3600,2.0,0,0,3,1730,0,2014,0,11341-11399 4th Pl SW,Seattle,WA 98146,USA,7.233628906,308046.5027906096
2014/6/25 0:00,2,1.75,1610,6300,1.0,0,0,3,1010,600,1941,1994,5404 Columbia Dr S,Seattle,WA 98108,USA,7.270919708,323335.086379808
2014/6/25 0:00,3,1.0,1150,11802,1.0,0,0,4,1150,0,1932,1958,4533 21st Ave SW,Seattle,WA 98106,USA,7.141660961,329187.2106982582
2014/6/25 0:00,3,1.0,1010,8184,1.0,0,0,4,1010,0,1947,1988,15510 9th Ave NE,Shoreline,WA 98155,USA,6.065427691,390393.826470114
2014/6/25 0:00,4,1.0,1530,8890,1.0,0,0,3,980,550,1925,2002,7940 12th Ave SW,Seattle,WA 98106,USA,7.00702425,340837.9832556213
2014/6/25 0:00,4,2.0,2020,48693,1.5,0,0,3,2020,0,1949,1998,43525 SE 149th St,North Bend,WA 98045,USA,6.75491022,357576.8224938835
2014/6/25 0:00,3,2.5,1150,887,3.0,0,0,3,1150,0,2007,0,10703 Greenwood Ave N,Seattle,WA 98133,USA,6.990894017,349873.85869556584
2014/6/25 0:00,3,2.5,1800,2790,2.0,0,0,3,1800,0,2011,0,3011 SW Bataan St,Seattle,WA 98126,USA,6.179456426,399659.4197268613
2014/6/25 0:00,3,2.0,1410,9600,1.0,0,0,4,1410,0,1983,0,18120 145th Pl NE,Woodinville,WA 98072,USA,7.673559093,323168.8430238396
2014/6/25 0:00,3,2.25,1400,11400,2.0,0,0,3,1400,0,1984,0,8133 NE 158th St,Kenmore,WA 98028,USA,6.037882621,420829.42629817285
2014/6/25 0:00,5,3.25,3370,7947,2.0,0,0,3,3370,0,2001,0,1826 4th St,Kirkland,WA 98033,USA,6.063363767,419620.3942270376
2014/6/25 0:00,3,1.75,1500,13430,1.0,0,0,3,1500,0,1977,2004,19121 NE 173rd St,Woodinville,WA 98072,USA,6.790496083,382680.3961518318
2014/6/25 0:00,4,2.25,2050,9583,2.0,0,2,3,1770,280,1965,1993,22500-22614 16th Ave S,Des Moines,WA 98198,USA,7.436771241,352161.4602256537
2014/6/25 0:00,4,2.5,2340,8548,2.0,0,0,3,2340,0,1993,0,11824 SE 203rd St,Kent,WA 98031,USA,7.078160012,373837.7677292245
2014/6/25 0:00,2,2.25,1350,1493,2.0,0,0,3,1050,300,2007,0,4313 SW Willow St,Seattle,WA 98136,USA,6.561619231,408436.9409742024
2014/6/25 0:00,3,2.5,2180,7508,1.0,0,0,4,1420,760,1962,0,18032 Burke Ave N,Shoreline,WA 98133,USA,6.567395265,413243.2608593758
2014/6/25 0:00,4,2.25,2000,3672,2.0,0,0,5,1650,350,1926,0,6530 21st Ave NW,Seattle,WA 98117,USA,7.766154482,351203.61045944097
2014/6/25 0:00,2,2.5,1590,1845,2.0,0,0,3,1590,0,1997,0,12418 NE 100th St,Kirkland,WA 98033,USA,6.241439181,445586.597373335
2014/6/25 0:00,3,1.5,1250,7700,1.0,0,0,5,1250,0,1968,0,7202 121st Pl SE,Newcastle,WA 98056,USA,7.403206123,375753.43495670176
2014/6/25 0:00,4,2.25,2100,9984,1.0,0,0,4,1290,810,1973,0,7422-7426 NE 148th Ln,Kenmore,WA 98028,USA,6.616669581,429443.6340426855
2014/6/25 0:00,3,2.5,2320,2267,3.0,0,0,3,2320,0,2009,0,10134 Holman Rd NW,Seattle,WA 98177,USA,6.157981898,468262.5934314682
2014/6/25 0:00,2,1.0,1060,3036,1.5,0,0,4,1060,0,1943,0,4202 4th Ave NE,Seattle,WA 98105,USA,7.707010374,382950.1618467054
2014/6/25 0:00,3,1.75,2030,17100,1.0,0,0,4,2030,0,1953,1983,2434 SW 170th St,Burien,WA 98166,USA,6.44901459,462911.8101265759
2014/6/25 0:00,3,1.5,2330,11740,1.0,0,0,3,1330,1000,1954,2005,16359 35th Ave NE,Lake Forest Park,WA 98155,USA,6.130250767,498050.31300999
2014/6/25 0:00,4,2.75,2310,5650,1.0,0,2,3,1330,980,1952,2012,9853 Arrowsmith Ave S,Seattle,WA 98118,USA,6.537201353,467045.9342151393
2014/6/25 0:00,2,1.0,1380,4390,1.0,0,0,4,880,500,1931,0,9024 5th Ave NE,Seattle,WA 98115,USA,7.835124206,389677.7171177839
2014/6/25 0:00,3,1.0,1970,22144,1.0,0,0,4,1970,0,1970,0,8527 374th Pl SE,Snoqualmie,WA 98065,USA,7.391045788,416762.75865971384
2014/6/25 0:00,3,2.5,2420,7307,2.0,0,0,3,2420,0,1998,2006,7219 Autumn Ave SE,Snoqualmie,WA 98065,USA,7.150781785,457332.9124424272
2014/6/25 0:00,3,1.75,1640,10695,1.0,0,2,3,1640,0,1975,0,12718 89th Pl NE,Kirkland,WA 98034,USA,6.971791872,491457.4335557275
2014/6/25 0:00,3,2.5,1860,8060,2.0,0,0,4,1860,0,1987,0,4327 243rd Ave SE,Issaquah,WA 98029,USA,6.521566815,525385.8525008403
2014/6/25 0:00,4,2.5,1950,2617,1.5,0,0,4,1250,700,1910,0,1124 NW 56th St,Seattle,WA 98107,USA,7.112192233,495111.2736152643
2014/6/25 0:00,5,2.25,2140,7910,1.0,0,0,3,1070,1070,1962,2003,227 152nd Pl SE,Bellevue,WA 98007,USA,6.008526927,598476.0864729161
2014/6/25 0:00,4,2.75,3110,49765,1.0,0,0,4,3110,0,1958,1972,22426 SE 300th St,Black Diamond,WA 98010,USA,6.529103909,552317.2820547586
2014/6/25 0:00,4,2.5,2030,3974,2.0,0,0,3,2030,0,1994,0,4226 250th Pl SE,Issaquah,WA 98029,USA,7.469789694,494116.62791486667
2014/6/25 0:00,3,1.75,1900,11165,1.0,0,0,4,1900,0,1959,0,3430 166th Ave SE,Bellevue,WA 98008,USA,6.071962079,622952.2591195918
